iter	RMSE
204	33.1093344
205	33.08915149
206	33.07095521
207	33.05101151
208	33.03695441
209	33.02285466
210	33.00171876
211	32.97719134
212	32.9594728
213	32.93850642
214	32.92389522
215	32.90428757
216	32.89013205
217	32.86361349
218	32.84301227
219	32.82719399
220	32.81246823
221	32.79353794
222	32.78392498
223	32.76609977
224	32.74891493
225	32.73699286
226	32.7220796
227	32.7122963
228	32.68471827
229	32.67259852
230	32.6636916
231	32.65323249
232	32.63356826
233	32.61777257
234	32.60810926
235	32.59442103
236	32.57800028
237	32.56850912
238	32.55124437
239	32.53690051
240	32.52354735
241	32.51217554
242	32.4963972
243	32.47936181
244	32.46746161
245	32.45728545
246	32.44215588
247	32.42796236
248	32.41705109
249	32.40117683
250	32.39339628
251	32.38243935
252	32.37210789
253	32.36034863
254	32.34840942
255	32.33362113
256	32.32510593
257	32.31224999
258	32.29960291
259	32.28743254
260	32.27564454
261	32.2674621
262	32.26025022
263	32.25396561
264	32.23778132
265	32.22794675
266	32.21861232
267	32.20605572
268	32.19820914
269	32.18498079
270	32.16892388
271	32.15627894
272	32.14570919
273	32.12904176
274	32.11240684
275	32.10245071
276	32.09252847
277	32.0836146
278	32.07522242
279	32.06583913
280	32.05617579
281	32.04832723
282	32.02040306
283	32.01377883
284	32.00561158
285	31.99510301
286	31.98811744
287	31.98055188
288	31.97071159
289	31.9588848
290	31.9422132
291	31.91487847
292	31.90657001
293	31.8937591
294	31.88658593
295	31.87580338
296	31.86945316
297	31.85993292
298	31.84439585
299	31.83635163
300	31.82949427
301	31.82312851
302	31.8149946
303	31.80746699
304	31.79471456
305	31.77899581
306	31.76446605
307	31.75704803
308	31.74575264
309	31.73342002
310	31.72076592
311	31.71116008
312	31.70629253
313	31.69674767
314	31.68862562
315	31.67590013
316	31.66303924
317	31.64700889
318	31.6376262
319	31.62571073
320	31.61351935
321	31.60245174
322	31.59013982
323	31.58300377
324	31.57629103
325	31.56754195
326	31.56070215
327	31.55437427
328	31.54285614
329	31.53460399
330	31.52584629
331	31.51637402
332	31.50890614
333	31.49951781
334	31.49409462
335	31.47976936
336	31.47169276
337	31.46398909
338	31.45496167
339	31.44213976
340	31.43716761
341	31.43149782
342	31.42250252
343	31.41452688
344	31.40453114
345	31.39905714
346	31.39401215
347	31.38446871
348	31.3768493
349	31.36721588
350	31.3578107
351	31.34667474
352	31.34148225
353	31.33498288
354	31.32847502
355	31.32211548
356	31.31541566
357	31.30416518
358	31.29589066
359	31.28718117
360	31.27887858
361	31.26804251
362	31.25714617
363	31.24760512
364	31.23721023
365	31.23088366
366	31.22413844
367	31.21996238
368	31.21623534
369	31.19618107
370	31.1917591
371	31.18123597
372	31.17083912
373	31.16369851
374	31.15881032
375	31.15124184
376	31.14409024
377	31.13717973
378	31.12679613
379	31.12041543
380	31.1132819
381	31.10627525
382	31.09133825
383	31.08350448
384	31.07279253
385	31.0652792
386	31.05783002
387	31.05229723
388	31.04611778
389	31.03706583
390	31.02675976
391	31.01936715
392	31.01521325
393	30.99034956
394	30.98045407
395	30.97432745
396	30.96360968
397	30.9548026
398	30.94827811
399	30.94017466
400	30.93366951
401	30.92941322
402	30.92229141
403	30.91796521
404	30.90689992
405	30.89872296
406	30.89291358
407	30.88900062
408	30.88182585
409	30.87587637
410	30.87011635
411	30.86250096
412	30.85617548
413	30.84998487
414	30.84461201
415	30.83222839
416	30.82198279
417	30.81620595
418	30.81254798
419	30.80688531
420	30.79780243
421	30.79195894
422	30.78313907
423	30.77398092
424	30.76917446
425	30.76082998
426	30.7514457
427	30.74261052
428	30.7371018
429	30.73016933
430	30.72354977
431	30.71184704
432	30.7069812
433	30.70134343
434	30.6960337
435	30.69119906
436	30.6826959
437	30.67690321
438	30.67261064
439	30.66322576
440	30.66010656
441	30.65202246
442	30.6462991
443	30.63823275
444	30.6342833
445	30.62636405
446	30.61620392
447	30.611341
448	30.6070179
449	30.60153699
450	30.59725326
451	30.5929643
452	30.58522827
453	30.57962147
454	30.57446438
455	30.57003748
456	30.56270651
457	30.55897912
458	30.55562377
459	30.55028049
460	30.5447425
461	30.53852201
462	30.53239204
463	30.52718002
464	30.51835759
465	30.50945985
466	30.50198431
467	30.49503262
468	30.48798386
469	30.48188449
470	30.47793667
471	30.47149993
472	30.46716485
473	30.46190099
474	30.45492856
475	30.45076732
476	30.44759375
477	30.43556765
478	30.43009945
479	30.42191654
480	30.41661146
481	30.40957253
482	30.40310284
483	30.39987392
484	30.39303969
485	30.3836209
486	30.3802768
487	30.37617962
488	30.36907418
489	30.36582368
490	30.35936288
491	30.35635142
492	30.35130051
493	30.33585777
494	30.33123895
495	30.32545448
496	30.32008942
497	30.31660271
498	30.30972955
499	30.30437958
500	30.29963668
501	30.29640188
502	30.29116465
503	30.284692
504	30.2816945
505	30.27576299
506	30.26654821
507	30.25984855
508	30.25546966
509	30.2523479
510	30.2484686
511	30.23773422
512	30.22956252
513	30.22559838
514	30.21659146
515	30.2097497
516	30.20366013
517	30.19951211
518	30.19702971
519	30.19116174
520	30.18559644
521	30.18099862
522	30.17541754
523	30.16962789
524	30.16569883
525	30.15685421
526	30.15062604
527	30.14686355
528	30.14279182
529	30.13931505
530	30.13390455
531	30.12982
532	30.12370958
533	30.11993892
534	30.11258806
535	30.10909803
536	30.10395868
537	30.09833636
538	30.09296514
539	30.0880588
540	30.08356461
541	30.08111189
542	30.07567636
543	30.07063727
544	30.06748933
545	30.06061483
546	30.05617701
547	30.05313267
548	30.04914248
549	30.0421716
550	30.03861862
551	30.03357128
552	30.02512921
553	30.0192281
554	30.01371456
555	30.00789511
556	30.00145741
557	29.99780759
558	29.99536755
559	29.98889707
560	29.98264396
561	29.97843702
562	29.97070552
563	29.96736593
564	29.96232265
565	29.95941392
566	29.95544843
567	29.94945286
568	29.94255301
569	29.93565562
570	29.93265546
571	29.92730405
572	29.92428707
573	29.92003898
574	29.91664983
575	29.91074169
576	29.90543386
577	29.90317184
578	29.9004631
579	29.89641023
580	29.89305108
581	29.88887786
582	29.88190615
583	29.87756303
584	29.87126451
585	29.86572419
586	29.85922
587	29.85721853
588	29.8538727
589	29.84732583
590	29.84346011
591	29.84066802
592	29.83765361
593	29.83477069
594	29.83198818
595	29.82947348
596	29.82696421
597	29.82337591
598	29.81890428
599	29.81215775
600	29.80703918
601	29.8036707
602	29.79977892
603	29.79261212
604	29.79023563
605	29.78743145
606	29.78345085
607	29.77921524
608	29.7756364
609	29.77012053
610	29.76495584
611	29.7611286
612	29.75750389
613	29.75355708
614	29.74886121
615	29.74380621
616	29.73984146
617	29.73330238
618	29.73031067
619	29.72730753
620	29.72201142
621	29.71943758
622	29.71452393
623	29.71120714
624	29.7069174
625	29.70439031
626	29.70131074
627	29.69728037
628	29.69377053
629	29.68688233
630	29.68188888
631	29.67834058
632	29.67146115
633	29.66909653
634	29.66690465
635	29.66370353
636	29.66092104
637	29.65816905
638	29.6505997
639	29.64666423
640	29.64149301
641	29.63640362
642	29.63215353
643	29.6264628
644	29.62118188
645	29.61692802
646	29.61516336
647	29.61236165
648	29.60727013
649	29.6026263
650	29.60079295
651	29.5946057
652	29.59166124
653	29.58789277
654	29.58380941
655	29.57889195
656	29.57445782
657	29.57099386
658	29.56914308
659	29.56578446
660	29.56228281
661	29.55667917
662	29.55324236
663	29.55104312
664	29.54542122
665	29.54364918
666	29.54022404
667	29.53529355
668	29.5297183
669	29.52637087
670	29.52149163
671	29.51899316
672	29.51009802
673	29.50767741
674	29.50097054
675	29.49728582
676	29.49492968
677	29.48970704
678	29.48627184
679	29.48408409
680	29.48020712
681	29.4784046
682	29.4760984
683	29.47220292
684	29.46800366
685	29.464967
686	29.46166814
687	29.45844174
688	29.45577556
689	29.45167229
690	29.4496308
691	29.44647901
692	29.44345917
693	29.4388722
694	29.43693619
695	29.43433878
696	29.4281173
697	29.42604454
698	29.42432695
699	29.42194867
700	29.41855172
701	29.41478211
702	29.41112581
703	29.40704193
704	29.40310434
705	29.39975551
706	29.39641441
707	29.39173259
708	29.38719001
709	29.38245584
710	29.37720321
711	29.37476157
712	29.36891444
713	29.36524957
714	29.36267394
715	29.36076032
716	29.35653527
717	29.35417854
718	29.35212939
719	29.34922167
720	29.34530836
721	29.34228268
722	29.3400295
723	29.3380555
724	29.3338483
725	29.33076887
726	29.32788356
727	29.32396019
728	29.32348469
729	29.32084305
730	29.31772856
731	29.31467643
732	29.31262118
733	29.30680088
734	29.30084265
735	29.29648191
736	29.29351892
737	29.29152759
738	29.28792729
739	29.28457908
740	29.2806958
741	29.27890856
742	29.27447557
743	29.27115402
744	29.26882364
745	29.26627896
746	29.26388594
747	29.2579302
748	29.25435716
749	29.25188537
750	29.24968989
751	29.24704024
752	29.24440619
753	29.24157838
754	29.23968423
755	29.23819187
756	29.23471767
757	29.22943376
758	29.22890881
759	29.22287056
760	29.22001978
761	29.21729399
762	29.21577942
763	29.2078485
764	29.20440912
765	29.20161312
766	29.1992286
767	29.19463315
768	29.19421544
769	29.19105392
770	29.18840708
771	29.18561814
772	29.18152416
773	29.18017073
774	29.17881553
775	29.17667347
776	29.17326413
777	29.16685709
778	29.16467669
779	29.16262402
780	29.16075942
781	29.15436668
782	29.15055794
783	29.14683001
784	29.14459345
785	29.14176276
786	29.13934049
787	29.13481688
788	29.1311104
789	29.12779494
790	29.12618525
791	29.12280685
792	29.12021042
793	29.1157879
794	29.11382248
795	29.10782759
796	29.10492362
797	29.10247636
798	29.09811151
799	29.09681089
800	29.09432447
801	29.09062131
802	29.08728481
803	29.08443302
804	29.08129287
805	29.07809649
806	29.07489486
807	29.07329678
808	29.07002803
809	29.06959901
810	29.06867213
811	29.06458383
812	29.06278532
813	29.06075948
814	29.05749458
815	29.05540838
816	29.05343453
817	29.05157275
818	29.04965479
819	29.04660154
820	29.04403125
821	29.04178841
822	29.03837225
823	29.03798265
824	29.03771091
825	29.0334258
826	29.03103943
827	29.02804434
828	29.02524596
829	29.02320486
830	29.02016927
831	29.01806057
832	29.01621443
833	29.01445071
834	29.01294769
835	29.01158724
836	29.0089646
837	29.00733267
838	29.00545892
839	29.00201135
840	28.99778214
841	28.99469175
842	28.9898985
843	28.98695107
844	28.98496336
845	28.98341879
846	28.98127602
847	28.97744003
848	28.97381719
849	28.97043811
850	28.97022611
851	28.96754682
852	28.96323668
853	28.96052472
854	28.95801612
855	28.9552774
856	28.9527489
857	28.94486483
858	28.9421307
859	28.93950788
860	28.93671315
861	28.93479884
862	28.93154449
863	28.92834603
864	28.9236081
865	28.92194697
866	28.92055734
867	28.91691746
868	28.91385996
869	28.90819032
870	28.90603574
871	28.90365118
872	28.9010126
873	28.89963596
874	28.8963075
875	28.89420417
876	28.89300375
877	28.89048966
878	28.88864399
879	28.88361918
880	28.87769174
881	28.87382222
882	28.86951103
883	28.86773656
884	28.86560706
885	28.86324473
886	28.86128903
887	28.85834036
888	28.85037012
889	28.84787633
890	28.84474082
891	28.84247434
892	28.84016052
893	28.83738958
894	28.83569432
895	28.832514
896	28.83034873
897	28.82906473
898	28.82653126
899	28.8236971
900	28.82202607
901	28.81863969
902	28.81721216
903	28.8126529
904	28.80972454
905	28.80549072
906	28.80261002
907	28.79978213
908	28.79760607
909	28.79741052
910	28.79611632
911	28.78941954
912	28.78700601
913	28.78489592
914	28.78175717
915	28.77771586
916	28.77509618
917	28.77101512
918	28.7682178
919	28.76161277
920	28.76012543
921	28.75823021
922	28.75640895
923	28.7528657
924	28.74773914
925	28.74599238
926	28.74272555
927	28.74077427
928	28.73858324
929	28.73727828
930	28.73430387
931	28.7307376
932	28.72908089
933	28.72648459
934	28.7235392
935	28.71663502
936	28.71552733
937	28.71193406
938	28.70898067
939	28.7041796
940	28.70300385
941	28.70121914
942	28.69920249
943	28.69666337
944	28.69389167
945	28.68951632
946	28.68609735
947	28.68247124
948	28.68048428
949	28.67600026
950	28.67289192
951	28.67108361
952	28.66891331
953	28.66771612
954	28.66512
955	28.66342202
956	28.66089469
957	28.65843287
958	28.65753544
959	28.65433372
960	28.65218214
961	28.65004036
962	28.64826515
963	28.64381633
964	28.64191335
965	28.6400201
966	28.6377446
967	28.63587124
968	28.63376699
969	28.62975863
970	28.6285104
971	28.62504988
972	28.62459298
973	28.62361779
974	28.62199304
975	28.61973439
976	28.61844306
977	28.61642143
978	28.61624119
979	28.61369637
980	28.61137559
981	28.6075733
982	28.60609851
983	28.60197607
984	28.60008561
985	28.59727439
986	28.59499392
987	28.59097306
988	28.5871116
989	28.58323668
990	28.58179077
991	28.57807614
992	28.57612405
993	28.57545316
994	28.57348224
995	28.57109549
996	28.56826756
997	28.56458972
998	28.56085674
999	28.5589392
1000	28.55681905
1001	28.55485638
1002	28.55200894
1003	28.55040604
1004	28.5484784
1005	28.54506481
1006	28.54255373
1007	28.53863544
1008	28.53704176
1009	28.53551086
1010	28.53224573
1011	28.52957384
1012	28.52813853
1013	28.52586982
1014	28.52186145
1015	28.51927511
1016	28.51803265
1017	28.5164752
1018	28.51523901
1019	28.51225811
1020	28.51010855
1021	28.50625294
1022	28.50299391
1023	28.50067403
1024	28.49760507
1025	28.49521759
1026	28.49487618
1027	28.49387932
1028	28.4908628
1029	28.4892319
1030	28.48761354
1031	28.487158
1032	28.48563917
1033	28.48290945
1034	28.48126127
1035	28.47928757
1036	28.47751086
1037	28.4744016
1038	28.47196864
1039	28.46920663
1040	28.4675836
1041	28.46330849
1042	28.46190702
1043	28.45864954
1044	28.45574719
1045	28.45437611
1046	28.45194679
1047	28.44902699
1048	28.44702197
1049	28.44292203
1050	28.43970242
1051	28.43621353
1052	28.43429013
1053	28.43346061
1054	28.43215318
1055	28.43103996
1056	28.42952283
1057	28.42751888
1058	28.42694181
1059	28.42337934
1060	28.42108924
1061	28.41847573
1062	28.41587656
1063	28.41502984
1064	28.41166694
1065	28.41000933
1066	28.40865786
1067	28.4079038
1068	28.40641509
1069	28.40464167
1070	28.40221619
1071	28.39920766
1072	28.39705029
1073	28.39450069
1074	28.39305209
1075	28.39157075
1076	28.38992047
1077	28.38635624
1078	28.38412038
1079	28.38245646
1080	28.38017002
1081	28.37855265
1082	28.37567276
1083	28.37383596
1084	28.37057481
1085	28.36820899
1086	28.36544531
1087	28.36303189
1088	28.36170358
1089	28.35902897
1090	28.35673527
1091	28.35529248
1092	28.35331877
1093	28.35303359
1094	28.35166449
1095	28.34953316
1096	28.34801455
1097	28.3468497
1098	28.34405474
1099	28.34222242
1100	28.3411595
1101	28.33939648
1102	28.33707263
1103	28.33496838
1104	28.33373069
1105	28.33236623
1106	28.32976969
1107	28.32844244
1108	28.32342758
1109	28.3199677
1110	28.3182382
1111	28.31636697
1112	28.3104588
1113	28.30788439
1114	28.30595383
1115	28.30463276
1116	28.30318194
1117	28.3010207
1118	28.29719174
1119	28.2961571
1120	28.29350137
1121	28.29136712
1122	28.28899891
1123	28.28569795
1124	28.28310634
1125	28.2803114
1126	28.27867196
1127	28.276668
1128	28.27443082
1129	28.27215493
1130	28.27066653
1131	28.2686264
1132	28.26733515
1133	28.26328594
1134	28.26185083
1135	28.26053909
1136	28.25829845
1137	28.25538857
1138	28.25520914
1139	28.25369903
1140	28.25060858
1141	28.249782
1142	28.24799464
1143	28.24435179
1144	28.24234792
1145	28.24045661
1146	28.2370913
1147	28.23550785
1148	28.23264506
1149	28.23069691
1150	28.2291143
1151	28.22790559
1152	28.22654611
1153	28.22300725
1154	28.22144798
1155	28.21982025
1156	28.21823181
1157	28.2171581
1158	28.21598242
1159	28.21206967
1160	28.21035994
1161	28.20763453
1162	28.20586088
1163	28.20333876
1164	28.2008436
1165	28.19768362
1166	28.19540006
1167	28.19311289
1168	28.19171891
1169	28.18959812
1170	28.18702209
1171	28.18319918
1172	28.180663
1173	28.17948724
1174	28.17555079
1175	28.17370592
1176	28.17240608
1177	28.17118912
1178	28.16893253
1179	28.16713178
1180	28.16544586
1181	28.16405232
1182	28.16168768
1183	28.15951224
1184	28.15835114
1185	28.15678855
1186	28.15546019
1187	28.15373158
1188	28.15206103
1189	28.14931438
1190	28.14732357
1191	28.14632002
1192	28.14415808
1193	28.14247409
1194	28.13989607
1195	28.13821955
1196	28.1354112
1197	28.13393679
1198	28.13167627
1199	28.12949364
1200	28.1267309
1201	28.12500339
1202	28.12343955
1203	28.11964515
1204	28.11846531
1205	28.11563201
1206	28.1123153
1207	28.10555597
1208	28.10254361
1209	28.1008008
1210	28.09906869
1211	28.09760803
1212	28.09496278
1213	28.09209555
1214	28.08992312
1215	28.08774226
1216	28.08682416
1217	28.08418757
1218	28.08190496
1219	28.07974367
1220	28.0777938
1221	28.07674003
1222	28.07536579
1223	28.0738334
1224	28.07271271
1225	28.07058466
1226	28.06950123
1227	28.06846632
1228	28.06654941
1229	28.06533216
1230	28.06339066
1231	28.06151879
1232	28.05996247
1233	28.05814315
1234	28.05703382
1235	28.05527233
1236	28.0532925
1237	28.05144355
1238	28.04888748
1239	28.04649272
1240	28.04341317
1241	28.04107129
1242	28.03905845
1243	28.03588495
1244	28.03571781
1245	28.03382341
1246	28.03318653
1247	28.03061894
1248	28.02965786
1249	28.02846289
1250	28.02687215
1251	28.02273155
1252	28.0215565
1253	28.01935465
1254	28.01756261
1255	28.01424047
1256	28.01137082
1257	28.01003334
1258	28.00893991
1259	28.00747133
1260	28.00673188
1261	28.00660249
1262	28.00439585
1263	28.00047883
1264	27.99800297
1265	27.99629207
1266	27.99455262
1267	27.9931594
1268	27.99104746
1269	27.98979734
1270	27.98865528
1271	27.9854205
1272	27.98319911
1273	27.98165415
1274	27.9790278
1275	27.97781749
1276	27.9766294
1277	27.97522135
1278	27.97452706
1279	27.97403426
1280	27.97282605
1281	27.97031508
1282	27.96829703
1283	27.96665816
1284	27.96553403
1285	27.96406069
1286	27.96259966
1287	27.96107805
1288	27.95842478
1289	27.95613196
1290	27.95491069
1291	27.95358008
1292	27.95058631
1293	27.94830048
1294	27.94565663
1295	27.94440853
1296	27.94213621
1297	27.94020292
1298	27.93870176
1299	27.93654196
1300	27.93385527
1301	27.93251986
1302	27.93101931
1303	27.92982422
1304	27.92616574
1305	27.92503487
1306	27.92343679
1307	27.92008569
1308	27.91700271
1309	27.91571302
1310	27.91299263
1311	27.91156817
1312	27.9095281
1313	27.90746746
1314	27.90436174
1315	27.90243255
1316	27.9014485
1317	27.89946061
1318	27.89891212
1319	27.89794147
1320	27.89667255
1321	27.89429851
1322	27.89296865
1323	27.89199985
1324	27.89031351
1325	27.88989182
1326	27.88967916
1327	27.88780861
1328	27.88600498
1329	27.88410357
1330	27.88266823
1331	27.88097018
1332	27.87991478
1333	27.8774555
1334	27.8752233
1335	27.87495491
1336	27.87272152
1337	27.871265
1338	27.8689339
1339	27.8681083
1340	27.86614498
1341	27.86482565
1342	27.86149741
1343	27.86012608
1344	27.85755131
1345	27.85612288
1346	27.85321901
1347	27.85051366
1348	27.84841791
1349	27.84686934
1350	27.84460101
1351	27.84354567
1352	27.84101183
1353	27.83940241
1354	27.83659225
1355	27.83529572
1356	27.83330292
1357	27.83224501
1358	27.82988979
1359	27.82861134
1360	27.82745965
1361	27.8252433
1362	27.8245653
1363	27.82191329
1364	27.82036948
1365	27.81870491
1366	27.81492785
1367	27.81341165
1368	27.81022417
1369	27.80915121
1370	27.80841327
1371	27.80727444
1372	27.80628679
1373	27.80417498
1374	27.8020288
1375	27.79984238
1376	27.79876865
1377	27.79838684
1378	27.79755027
1379	27.79559135
1380	27.79468345
1381	27.79355774
1382	27.79241696
1383	27.78807215
1384	27.7870212
1385	27.78420268
1386	27.78382592
1387	27.78078869
1388	27.77888167
1389	27.7787327
1390	27.77757664
1391	27.77620391
1392	27.77364859
1393	27.77161694
1394	27.77030026
1395	27.76787925
1396	27.76587936
1397	27.76403541
1398	27.76309497
1399	27.76221255
1400	27.75830575
1401	27.75704962
1402	27.7558011
1403	27.753951
1404	27.7527648
1405	27.75027841
1406	27.74838199
1407	27.74754664
1408	27.74526068
1409	27.74457354
1410	27.74306367
1411	27.74193487
1412	27.73927021
1413	27.73740862
1414	27.73575823
1415	27.73411106
1416	27.7308783
1417	27.72998191
1418	27.7277205
1419	27.72523797
1420	27.72420249
1421	27.72161237
1422	27.71999214
1423	27.71839605
1424	27.71603767
1425	27.71514661
1426	27.71420583
1427	27.71168323
1428	27.71014646
1429	27.70898895
1430	27.70725369
1431	27.70556491
1432	27.70323308
1433	27.70196198
1434	27.70027874
1435	27.69840741
1436	27.69767972
1437	27.69617934
1438	27.69382758
1439	27.69322446
1440	27.69154783
1441	27.6902685
1442	27.68779711
1443	27.68573818
1444	27.68437417
1445	27.68412066
1446	27.68286358
1447	27.68187285
1448	27.68048945
1449	27.67898833
1450	27.67764292
1451	27.67607829
1452	27.67513433
1453	27.67410415
1454	27.67232089
1455	27.67116128
1456	27.67022494
1457	27.66905665
1458	27.66826868
1459	27.66692187
1460	27.66433847
1461	27.66334623
1462	27.6615537
1463	27.66036855
1464	27.65901963
1465	27.65773441
1466	27.65631611
1467	27.65452683
1468	27.65427654
1469	27.65301586
1470	27.65054042
1471	27.64850028
1472	27.64653445
1473	27.64292928
1474	27.64158944
1475	27.6405149
1476	27.63905728
1477	27.63769796
1478	27.63517092
1479	27.6336569
1480	27.63076928
1481	27.62933716
1482	27.6281702
1483	27.62616332
1484	27.62525297
1485	27.62446614
1486	27.62148227
1487	27.62033272
1488	27.61819535
1489	27.61638537
1490	27.6150752
1491	27.61398375
1492	27.61179639
1493	27.61096554
1494	27.60924077
1495	27.60820433
1496	27.60646531
1497	27.60533114
1498	27.60505826
1499	27.60343246
1500	27.60121518
1501	27.59999184
1502	27.5980951
1503	27.59757479
1504	27.59566747
1505	27.59431481
1506	27.592409
1507	27.5912766
1508	27.5905294
1509	27.58912212
1510	27.58827094
1511	27.58714241
1512	27.5860624
1513	27.58504664
1514	27.58288316
1515	27.58153838
1516	27.58070749
1517	27.57937535
1518	27.57668312
1519	27.57598818
1520	27.5750352
1521	27.57130043
1522	27.57053975
1523	27.5685552
1524	27.56673263
1525	27.56454221
1526	27.56432055
1527	27.56265866
1528	27.56152024
1529	27.56052066
1530	27.55922216
1531	27.55822317
1532	27.55724082
1533	27.55569022
1534	27.55318441
1535	27.55171298
1536	27.5509166
1537	27.54951434
1538	27.54808591
1539	27.54710912
1540	27.54584037
1541	27.54402774
1542	27.54247861
1543	27.54074739
1544	27.54021359
1545	27.53867369
1546	27.53753098
1547	27.53619622
1548	27.53588451
1549	27.53391491
1550	27.53283998
1551	27.52968069
1552	27.52801383
1553	27.52648507
1554	27.52415066
1555	27.52278622
1556	27.51947589
1557	27.51661102
1558	27.51521827
1559	27.51427483
1560	27.51234683
1561	27.5105393
1562	27.50920222
1563	27.50804339
1564	27.50610782
1565	27.50483459
1566	27.50263841
1567	27.5015621
1568	27.50060274
1569	27.49873347
1570	27.49836969
1571	27.4981877
1572	27.4960357
1573	27.49409531
1574	27.4922961
1575	27.49159385
1576	27.49036458
1577	27.48745098
1578	27.48515956
1579	27.48291431
1580	27.48179847
1581	27.48069053
1582	27.4797564
1583	27.47811787
1584	27.47632043
1585	27.47474015
1586	27.47364776
1587	27.47241293
1588	27.47009725
1589	27.46898809
1590	27.4680265
1591	27.46697699
1592	27.46611112
1593	27.46304562
1594	27.4618898
1595	27.46145274
1596	27.45982764
1597	27.45774453
1598	27.45675314
1599	27.45501032
1600	27.45409954
1601	27.45332336
1602	27.45100055
1603	27.4492108
1604	27.44824299
1605	27.44744011
1606	27.44631591
1607	27.44476027
1608	27.44257885
1609	27.44050296
1610	27.43810694
1611	27.43678912
1612	27.43524408
1613	27.43429169
1614	27.43309189
1615	27.4324167
1616	27.43118586
1617	27.43009651
1618	27.42846626
1619	27.42709911
1620	27.42494598
1621	27.4234201
1622	27.42119451
1623	27.41997332
1624	27.41857273
1625	27.41739753
1626	27.41615431
1627	27.41416148
1628	27.41217449
1629	27.40896379
1630	27.40821068
1631	27.40806064
1632	27.40540012
1633	27.40247181
1634	27.40065129
1635	27.39986846
1636	27.39882969
1637	27.39741258
1638	27.3953722
1639	27.39463414
1640	27.39355801
1641	27.39278824
1642	27.39126113
1643	27.39054306
1644	27.38895976
1645	27.38824698
1646	27.38690889
1647	27.38483373
1648	27.38411078
1649	27.38293918
1650	27.38135492
1651	27.3798935
1652	27.37809102
1653	27.37695104
1654	27.37578543
1655	27.37502945
1656	27.37364599
1657	27.37273854
1658	27.37089255
1659	27.36960477
1660	27.36793507
1661	27.36657535
1662	27.36548755
1663	27.36478565
1664	27.36366129
1665	27.36158768
