iter	RMSE
1666	27.36017747
1667	27.35776375
1668	27.35680936
1669	27.35497187
1670	27.35362847
1671	27.35164234
1672	27.35035744
1673	27.34870915
1674	27.34691906
1675	27.34511315
1676	27.34350305
1677	27.34235477
1678	27.34049965
1679	27.33931005
1680	27.33787227
1681	27.33612191
1682	27.33527458
1683	27.33376913
1684	27.3326107
1685	27.33148835
1686	27.32950787
1687	27.32704283
1688	27.32644613
1689	27.3251148
1690	27.32420715
1691	27.32328143
1692	27.32206829
1693	27.32038658
1694	27.31896997
1695	27.31701433
1696	27.31483954
1697	27.31460487
1698	27.31355898
1699	27.31061776
1700	27.3094855
1701	27.30784154
1702	27.30666934
1703	27.30623852
1704	27.30544397
1705	27.30262407
1706	27.3016585
1707	27.30039903
1708	27.29923958
1709	27.29706311
1710	27.29595861
1711	27.29518034
1712	27.2944158
1713	27.2926004
1714	27.29153779
1715	27.29052735
1716	27.28979059
1717	27.28858099
1718	27.28791885
1719	27.28615348
1720	27.28548369
1721	27.28515281
1722	27.28370725
1723	27.28262984
1724	27.28069574
1725	27.27963861
1726	27.27881394
1727	27.27768782
1728	27.27689346
1729	27.27554815
1730	27.27451078
1731	27.27422427
1732	27.27258415
1733	27.27093426
1734	27.26897953
1735	27.26714573
1736	27.26599818
1737	27.2634882
1738	27.26274238
1739	27.26154455
1740	27.26085634
1741	27.2601881
1742	27.25596955
1743	27.25503476
1744	27.25491194
1745	27.25359399
1746	27.25231744
1747	27.25140151
1748	27.24952217
1749	27.24868826
1750	27.24811164
1751	27.24654695
1752	27.24391371
1753	27.24299127
1754	27.2412679
1755	27.24060493
1756	27.23954452
1757	27.23869325
1758	27.23791592
1759	27.23598569
1760	27.23512394
1761	27.23108953
1762	27.22976854
1763	27.22790374
1764	27.22694455
1765	27.22616031
1766	27.2242456
1767	27.22310182
1768	27.22211629
1769	27.22048858
1770	27.21972481
1771	27.21884904
1772	27.21815423
1773	27.21676707
1774	27.21610567
1775	27.21554738
1776	27.21419471
1777	27.21195724
1778	27.20982064
1779	27.20895561
1780	27.20852601
1781	27.2071903
1782	27.20589425
1783	27.20523485
1784	27.2040053
1785	27.20286635
1786	27.20122481
1787	27.20064013
1788	27.19981853
1789	27.19820368
1790	27.19629359
1791	27.19520845
1792	27.19448736
1793	27.19374364
1794	27.19229888
1795	27.19169045
1796	27.19099448
1797	27.19010695
1798	27.18917166
1799	27.18742448
1800	27.18540689
1801	27.18452609
1802	27.18295632
1803	27.18177258
1804	27.18089091
1805	27.18034401
1806	27.17844832
1807	27.17739314
1808	27.17608697
1809	27.17504569
1810	27.1728526
1811	27.17204939
1812	27.17119599
1813	27.17062803
1814	27.16904824
1815	27.16861152
1816	27.16752724
1817	27.16655187
1818	27.16439249
1819	27.16211061
1820	27.16026884
1821	27.1593095
1822	27.15894427
1823	27.1582666
1824	27.15708468
1825	27.15534188
1826	27.15317808
1827	27.1514588
1828	27.15075697
1829	27.14948
1830	27.14807914
1831	27.14727028
1832	27.14510735
1833	27.14346997
1834	27.14242563
1835	27.14091107
1836	27.13979395
1837	27.13808617
1838	27.13731464
1839	27.13573313
1840	27.13506699
1841	27.13387902
1842	27.13291755
1843	27.13163521
1844	27.13053969
1845	27.13009821
1846	27.12905487
1847	27.12749023
1848	27.12611627
1849	27.12420046
1850	27.12278858
1851	27.11940247
1852	27.11830628
1853	27.11785925
1854	27.11735655
1855	27.11693551
1856	27.11488771
1857	27.11413268
1858	27.11257566
1859	27.11037966
1860	27.1098783
1861	27.10878863
1862	27.10736197
1863	27.10697403
1864	27.10539864
1865	27.10418073
1866	27.10348724
1867	27.10264288
1868	27.10191894
1869	27.10076207
1870	27.09896583
1871	27.09710646
1872	27.09573907
1873	27.09407195
1874	27.09273566
1875	27.09136308
1876	27.09055077
1877	27.08912787
1878	27.0879694
1879	27.08659312
1880	27.08478207
1881	27.08419185
1882	27.08283605
1883	27.08172034
1884	27.08078713
1885	27.07995469
1886	27.07818765
1887	27.07689463
1888	27.07448301
1889	27.07374966
1890	27.07282336
1891	27.07221409
1892	27.07045394
1893	27.06966481
1894	27.06862844
1895	27.06703748
1896	27.06594456
1897	27.06521961
1898	27.06339854
1899	27.06232909
