iter	Passed	Remaining
440	21585	71412
441	21631	71355
442	21669	71271
443	21709	71190
444	21773	71190
445	21838	71195
446	21885	71140
447	21924	71059
448	21968	70993
449	22011	70927
450	22049	70842
451	22091	70772
452	22146	70743
453	22184	70658
454	22218	70563
455	22264	70505
456	22306	70434
457	22341	70340
458	22382	70268
459	22464	70322
460	22500	70235
461	22539	70154
462	22573	70060
463	22608	69969
464	22649	69896
465	22688	69818
466	22737	69769
467	22784	69717
468	22833	69669
469	22909	69703
470	22949	69628
471	22998	69579
472	23041	69513
473	23076	69424
474	23117	69352
475	23155	69270
476	23184	69164
477	23232	69115
478	23268	69027
479	23303	68939
480	23339	68853
481	23379	68780
482	23423	68718
483	23486	68711
484	23533	68660
485	23572	68584
486	23611	68508
487	23651	68435
488	23707	68408
489	23759	68368
490	23818	68351
491	23851	68258
492	23918	68263
493	24030	68393
494	24097	68397
495	24185	68459
496	24233	68409
497	24283	68365
498	24331	68313
499	24374	68249
500	24424	68202
501	24467	68137
502	24509	68072
503	24614	68179
504	24662	68126
505	24712	68082
506	24871	68336
507	24937	68332
508	24984	68277
509	25034	68230
510	25085	68186
511	25142	68158
512	25202	68139
513	25247	68080
514	25290	68015
515	25334	67950
516	25372	67871
517	25410	67793
518	25448	67714
519	25488	67641
520	25536	67591
521	25574	67512
522	25613	67436
523	25752	67625
524	25805	67585
525	25861	67553
526	25906	67495
527	25942	67410
528	25985	67345
529	26023	67268
530	26059	67186
531	26097	67107
532	26145	67057
533	26181	66972
534	26218	66894
535	26256	66816
536	26312	66786
537	26359	66732
538	26399	66659
539	26439	66588
540	26480	66519
541	26511	66425
542	26561	66379
543	26606	66319
544	26651	66261
545	26707	66231
546	26749	66165
547	26850	66243
548	26901	66200
549	26959	66173
550	27003	66111
551	27043	66041
552	27099	66008
553	27149	65961
554	27192	65899
555	27235	65836
556	27279	65774
557	27316	65697
558	27362	65639
559	27418	65607
560	27490	65615
561	27535	65556
562	27576	65487
563	27610	65403
564	27657	65350
565	27698	65281
566	27737	65209
567	27796	65183
568	27835	65112
569	27882	65059
570	28004	65180
571	28054	65133
572	28093	65062
573	28132	64987
574	28169	64911
575	28223	64874
576	28273	64827
577	28317	64766
578	28356	64695
579	28403	64643
580	28454	64597
581	28508	64561
582	28605	64620
583	28667	64600
584	28720	64559
585	28773	64518
586	28845	64522
587	28892	64467
588	28939	64413
589	28996	64383
590	29122	64503
591	29172	64456
592	29209	64378
593	29244	64298
594	29279	64217
595	29314	64136
596	29351	64061
597	29393	63998
598	29432	63926
599	29475	63862
600	29517	63798
601	29564	63746
602	29600	63667
603	29646	63612
604	29691	63554
605	29752	63531
606	29798	63475
607	29847	63425
608	29927	63441
609	29998	63439
610	30063	63422
611	30106	63361
612	30192	63390
613	30244	63346
614	30291	63291
615	30342	63246
616	30386	63186
617	30440	63146
618	30474	63065
619	30510	62989
620	30582	62986
621	30632	62938
622	30687	62901
623	30726	62832
624	30780	62793
625	30867	62819
626	30930	62797
627	30979	62748
628	31078	62800
629	31144	62784
630	31259	62866
631	31481	63163
632	31951	63953
633	32083	64065
634	32154	64055
635	32266	64126
636	32345	64132
637	32417	64124
638	32508	64152
639	32586	64154
640	32674	64176
641	32741	64156
642	32801	64123
643	32855	64077
644	32914	64043
645	32963	63988
646	33015	63939
647	33145	64040
648	33202	64000
649	33264	63970
650	33315	63919
651	33362	63859
652	33399	63781
653	33444	63718
654	33496	63668
655	33549	63621
656	33588	63547
657	33629	63476
658	33669	63404
659	33715	63344
660	33767	63294
661	33811	63230
662	33857	63170
663	33892	63089
664	33934	63021
665	33968	62939
666	34003	62857
667	34041	62783
668	34099	62745
669	34138	62671
670	34265	62759
671	34312	62702
672	34354	62634
673	34397	62568
674	34452	62524
675	34527	62516
676	34573	62456
677	34622	62401
678	34677	62358
679	34718	62289
680	34755	62213
681	34794	62140
682	34829	62060
683	34870	61991
684	34919	61936
685	34956	61862
686	34996	61791
687	35035	61718
688	35072	61643
689	35115	61578
690	35154	61507
691	35196	61441
692	35233	61365
693	35284	61315
694	35349	61289
695	35394	61228
696	35438	61165
697	35492	61120
698	35539	61062
699	35576	60988
700	35619	60924
701	35667	60867
702	35708	60800
703	35749	60734
704	35791	60667
705	35830	60597
706	35868	60525
707	35913	60465
708	35956	60400
709	36006	60348
710	36051	60289
711	36093	60222
712	36137	60161
713	36176	60092
714	36220	60029
715	36286	60004
716	36462	60161
717	36511	60107
718	36552	60039
719	36601	59985
720	36662	59951
721	36706	59889
722	36748	59824
723	36785	59751
724	36824	59681
725	36870	59622
726	36907	59549
727	36945	59477
728	36978	59399
729	37014	59325
730	37058	59262
731	37100	59198
732	37137	59126
733	37181	59064
734	37225	59003
735	37280	58960
736	37327	58903
737	37367	58836
738	37406	58766
739	37448	58703
740	37512	58672
741	37585	58658
742	37647	58625
743	37688	58558
744	37727	58491
745	37765	58420
746	37811	58362
747	37860	58309
748	37908	58253
749	37946	58184
750	37985	58115
751	38025	58049
752	38071	57991
753	38113	57927
754	38149	57856
755	38184	57782
756	38314	57850
757	38394	57844
758	38466	57825
759	38535	57802
760	38609	57787
761	38662	57739
762	38734	57720
763	38801	57694
764	38843	57630
765	38892	57577
766	38948	57533
767	39005	57492
768	39048	57429
769	39092	57369
770	39152	57332
771	39197	57272
772	39261	57241
773	39305	57181
774	39358	57133
775	39422	57101
776	39486	57069
777	39545	57031
778	39599	56984
779	39638	56917
780	39706	56890
781	39775	56866
782	39928	56960
783	40000	56939
784	40067	56911
785	40122	56866
786	40181	56825
787	40244	56791
788	40315	56768
789	40383	56740
790	40427	56680
791	40478	56629
792	40532	56582
793	40598	56552
794	40643	56492
795	40692	56438
796	40759	56409
797	40819	56369
798	40876	56326
799	40910	56252
800	40945	56179
801	41073	56232
802	41177	56253
803	41232	56207
804	41299	56177
805	41344	56117
806	41380	56045
807	41415	55972
808	41459	55910
809	41492	55835
810	41524	55758
811	41567	55696
812	41600	55621
813	41637	55550
814	41683	55492
815	41720	55422
816	41757	55352
817	41796	55286
818	41830	55212
819	41873	55150
820	41911	55082
821	41953	55019
822	41993	54954
823	42034	54889
824	42068	54817
825	42115	54759
826	42215	54772
827	42287	54748
828	42338	54697
829	42386	54642
830	42430	54583
831	42466	54512
832	42499	54438
833	42535	54368
834	42572	54299
835	42609	54230
836	42651	54167
837	42685	54094
838	42721	54026
839	42770	53972
840	42821	53921
841	42875	53873
842	42924	53820
843	42977	53772
844	43020	53712
845	43059	53645
846	43098	53580
847	43142	53521
848	43193	53469
849	43241	53416
850	43387	53482
851	43450	53446
852	43506	53400
853	43555	53348
854	43606	53296
855	43661	53250
856	43708	53194
857	43750	53132
858	43789	53067
859	43830	53004
860	43875	52945
861	43921	52888
862	43959	52822
863	43996	52755
864	44030	52683
865	44060	52607
866	44093	52536
867	44142	52483
868	44185	52422
869	44236	52372
870	44267	52297
871	44306	52233
872	44350	52174
873	44389	52109
874	44427	52043
875	44496	52013
876	44542	51958
877	44611	51928
878	44670	51886
879	44731	51848
880	44793	51810
881	44837	51750
882	44881	51692
883	44921	51628
884	44959	51563
885	44994	51495
886	45034	51431
887	45077	51371
888	45128	51321
889	45169	51259
890	45232	51222
891	45271	51158
892	45310	51094
893	45351	51032
894	45384	50962
895	45428	50904
896	45470	50843
897	45504	50774
898	45542	50710
899	45691	50768
900	45757	50734
901	45811	50687
902	45851	50624
903	45902	50574
904	45943	50512
905	45983	50450
906	46018	50382
907	46062	50323
908	46108	50267
909	46141	50197
910	46171	50124
911	46219	50070
912	46253	50002
913	46281	49927
914	46320	49864
915	46358	49800
916	46404	49744
917	46441	49679
918	46485	49621
919	46532	49567
920	46570	49503
921	46615	49446
922	46651	49381
923	46703	49332
924	46760	49287
925	46843	49271
926	46930	49259
927	46984	49212
928	47030	49157
929	47064	49089
930	47099	49021
931	47145	48966
932	47181	48901
933	47223	48840
934	47263	48780
935	47308	48723
936	47344	48657
937	47391	48604
938	47432	48543
939	47475	48485
940	47508	48417
941	47544	48352
942	47587	48294
943	47630	48235
944	47673	48177
945	47720	48123
946	47764	48067
947	47808	48010
948	47851	47952
949	47903	47903
950	47956	47856
951	48158	47956
952	48222	47919
953	48261	47856
954	48299	47794
955	48334	47728
956	48370	47663
957	48412	47604
958	48446	47536
959	48486	47476
960	48519	47408
961	48562	47350
962	48607	47295
963	48657	47244
964	48705	47191
965	48747	47132
966	48778	47063
967	48818	47003
968	48858	46942
969	48896	46880
970	48926	46810
971	48979	46762
972	49009	46692
973	49042	46625
974	49069	46553
975	49102	46486
976	49134	46419
977	49173	46357
978	49254	46335
979	49312	46293
980	49357	46238
981	49415	46194
982	49457	46136
983	49502	46081
984	49532	46012
985	49596	45975
986	49679	45954
987	49760	45932
988	49835	45905
989	49905	45872
990	49956	45822
991	50007	45772
992	50061	45725
993	50101	45665
994	50210	45668
995	50297	45651
996	50376	45626
997	50518	45658
998	50887	45895
999	51020	45918
1000	51074	45869
1001	51137	45829
1002	51230	45816
1003	51303	45785
1004	51352	45731
1005	51417	45692
1006	51474	45646
1007	51584	45647
1008	51646	45606
1009	51708	45565
1010	51770	45523
1011	51829	45478
1012	51869	45417
1013	51971	45411
1014	52197	45511
1015	52257	45468
1016	52287	45397
1017	52319	45329
1018	52370	45278
1019	52421	45226
1020	52460	45164
1021	52505	45107
1022	52552	45052
1023	52592	44990
1024	52638	44935
1025	52683	44878
1026	52720	44814
1027	52761	44754
1028	52804	44696
1029	52845	44636
1030	52881	44572
1031	52920	44510
1032	52966	44455
1033	53015	44401
1034	53056	44341
1035	53099	44283
1036	53141	44224
1037	53187	44169
1038	53274	44147
1039	53380	44141
1040	53425	44084
1041	53471	44029
1042	53506	43964
1043	53549	43906
1044	53590	43846
1045	53622	43780
1046	53660	43717
1047	53702	43658
1048	53732	43590
1049	53776	43533
1050	53821	43477
1051	53867	43421
1052	53905	43359
1053	53935	43292
1054	53973	43229
1055	54008	43166
1056	54046	43104
1057	54102	43057
1058	54136	42992
1059	54179	42934
1060	54222	42877
1061	54263	42818
1062	54300	42755
1063	54334	42691
1064	54474	42709
1065	54552	42680
1066	54592	42619
1067	54626	42555
1068	54659	42489
1069	54694	42426
1070	54733	42366
1071	54769	42303
1072	54802	42238
1073	54841	42177
1074	54875	42113
1075	54908	42048
1076	54949	41990
1077	54992	41932
1078	55033	41874
1079	55076	41817
1080	55114	41756
1081	55150	41693
1082	55200	41642
1083	55243	41585
1084	55289	41530
1085	55336	41477
1086	55382	41421
1087	55432	41370
1088	55473	41311
1089	55516	41255
1090	55563	41201
1091	55609	41146
1092	55776	41181
1093	55834	41135
1094	55875	41077
1095	55919	41021
1096	55957	40961
1097	55990	40896
1098	56032	40838
1099	56073	40780
1100	56107	40717
1101	56142	40654
1102	56181	40595
1103	56217	40533
1104	56254	40472
1105	56296	40415
1106	56360	40373
1107	56404	40317
1108	56454	40266
1109	56499	40211
1110	56548	40158
1111	56585	40098
1112	56647	40055
1113	56700	40006
1114	56740	39947
1115	56791	39896
1116	56949	39920
1117	57010	39876
1118	57057	39823
1119	57093	39761
1120	57145	39710
1121	57181	39649
1122	57222	39592
1123	57273	39540
1124	57324	39490
1125	57373	39438
1126	57418	39382
1127	57465	39329
1128	57517	39279
1129	57565	39226
1130	57604	39166
1131	57640	39105
1132	57675	39044
1133	57713	38984
1134	57753	38926
1135	57787	38863
1136	57830	38807
1137	57870	38749
1138	57903	38687
1139	57942	38628
1140	57989	38575
1141	58111	38571
1142	58178	38531
1143	58250	38494
1144	58303	38444
1145	58346	38388
1146	58408	38344
1147	58458	38293
1148	58508	38241
1149	58585	38207
1150	58627	38151
1151	58672	38096
1152	58721	38044
1153	58763	37987
1154	58812	37935
1155	58841	37870
1156	58875	37808
1157	58906	37744
1158	58946	37687
1159	58982	37626
1160	59016	37564
1161	59060	37510
1162	59101	37452
1163	59147	37398
1164	59241	37375
1165	59355	37364
1166	59415	37319
1167	59458	37263
1168	59495	37203
1169	59539	37148
1170	59578	37090
1171	59628	37038
1172	59667	36980
1173	59697	36916
1174	59741	36861
1175	59774	36800
1176	59805	36736
1177	59840	36676
1178	59880	36618
1179	59909	36554
1180	59948	36497
1181	59985	36437
1182	60021	36378
1183	60053	36316
1184	60081	36251
1185	60111	36188
1186	60140	36124
1187	60179	36067
1188	60229	36016
1189	60276	35963
1190	60317	35907
1191	60366	35855
1192	60439	35817
1193	60653	35863
1194	60727	35826
1195	60774	35773
1196	60818	35718
1197	60855	35659
1198	60894	35602
1199	60931	35543
1200	60969	35485
1201	61014	35431
1202	61048	35370
1203	61094	35317
1204	61134	35260
1205	61171	35201
1206	61224	35151
1207	61273	35100
1208	61324	35050
1209	61385	35004
1210	61422	34946
1211	61460	34888
1212	61505	34834
1213	61553	34782
1214	61593	34725
1215	61782	34752
1216	61876	34725
1217	61942	34683
1218	62006	34640
1219	62049	34585
1220	62096	34531
1221	62141	34477
1222	62181	34420
1223	62224	34365
1224	62262	34307
1225	62308	34254
1226	62364	34206
1227	62459	34179
1228	62544	34147
1229	62601	34099
1230	62639	34042
1231	62676	33983
1232	62710	33923
1233	62748	33866
1234	62785	33807
1235	62831	33754
1236	62971	33750
1237	63068	33724
1238	63124	33676
1239	63172	33624
1240	63219	33570
1241	63258	33513
1242	63291	33453
1243	63336	33399
1244	63364	33336
1245	63404	33279
1246	63432	33216
1247	63470	33159
1248	63502	33098
1249	63527	33034
1250	63566	32977
1251	63605	32920
1252	63642	32862
1253	63679	32804
1254	63710	32743
1255	63752	32688
1256	63800	32636
1257	63838	32578
1258	63876	32521
1259	63916	32465
1260	63951	32406
1261	64003	32356
1262	64055	32306
1263	64230	32318
1264	64301	32277
1265	64336	32219
1266	64374	32161
1267	64412	32104
1268	64451	32048
1269	64487	31989
1270	64527	31933
1271	64565	31876
1272	64599	31817
1273	64636	31760
1274	64677	31704
1275	64712	31646
1276	64747	31587
1277	64781	31529
1278	64818	31471
1279	64852	31412
1280	64888	31355
1281	64937	31303
1282	64983	31250
1283	65031	31198
1284	65081	31147
1285	65119	31091
1286	65159	31035
1287	65190	30975
1288	65255	30931
1289	65403	30927
1290	65468	30883
1291	65515	30830
1292	65562	30778
1293	65615	30728
1294	65661	30676
1295	65697	30618
1296	65736	30562
1297	65780	30508
1298	65832	30458
1299	65872	30402
1300	65913	30347
1301	65947	30289
1302	65986	30233
1303	66022	30176
1304	66071	30124
1305	66105	30066
1306	66163	30018
1307	66206	29965
1308	66256	29913
1309	66314	29866
1310	66360	29814
1311	66405	29760
1312	66480	29721
1313	66656	29726
1314	66838	29734
1315	66911	29693
1316	66950	29637
1317	66998	29584
1318	67034	29527
1319	67070	29470
1320	67104	29412
1321	67144	29356
1322	67182	29300
1323	67216	29242
1324	67254	29185
1325	67288	29128
1326	67320	29068
1327	67371	29018
1328	67415	28964
1329	67464	28913
1330	67508	28859
1331	67549	28804
1332	67583	28747
1333	67628	28693
1334	67671	28639
1335	67704	28581
1336	67761	28533
1337	67801	28478
1338	67845	28425
1339	67885	28369
1340	67929	28316
1341	68087	28310
1342	68164	28270
1343	68204	28215
1344	68241	28159
1345	68275	28101
1346	68315	28046
1347	68351	27989
1348	68390	27934
1349	68429	27878
1350	68475	27826
1351	68521	27773
1352	68566	27720
1353	68607	27666
1354	68647	27611
1355	68691	27557
1356	68736	27504
1357	68774	27448
1358	68825	27398
1359	68874	27347
1360	68924	27296
1361	68974	27245
1362	69017	27191
1363	69062	27139
1364	69100	27083
1365	69145	27030
1366	69315	27026
1367	69379	26981
1368	69435	26932
1369	69473	26876
1370	69506	26818
1371	69542	26762
1372	69579	26706
1373	69630	26656
1374	69676	26603
1375	69731	26554
1376	69780	26503
1377	69815	26446
1378	69850	26390
1379	69895	26337
1380	69948	26287
1381	69997	26236
1382	70039	26182
1383	70089	26131
1384	70124	26075
1385	70166	26021
1386	70198	25963
1387	70243	25910
1388	70283	25856
1389	70314	25798
1390	70366	25748
1391	70503	25729
1392	70569	25684
1393	70631	25638
1394	70675	25585
1395	70716	25530
1396	70779	25484
1397	70855	25442
1398	70902	25391
1399	70948	25338
1400	70995	25286
1401	71039	25233
1402	71084	25180
1403	71129	25128
1404	71171	25074
1405	71219	25023
1406	71263	24969
1407	71306	24916
1408	71348	24863
1409	71388	24808
1410	71436	24757
1411	71476	24702
1412	71532	24654
1413	71814	24683
1414	71900	24644
1415	71939	24589
1416	71993	24539
1417	72043	24488
1418	72095	24438
1419	72151	24389
1420	72188	24333
1421	72240	24283
1422	72295	24233
1423	72340	24181
1424	72385	24128
1425	72425	24074
1426	72497	24030
1427	72545	23978
1428	72613	23933
1429	72688	23890
1430	72742	23840
1431	72790	23788
1432	72834	23735
1433	72880	23683
1434	73139	23700
1435	73194	23650
1436	73236	23596
1437	73286	23545
1438	73327	23491
1439	73373	23438
1440	73417	23385
1441	73463	23333
1442	73509	23280
1443	73550	23226
1444	73596	23174
1445	73630	23117
1446	73666	23062
1447	73701	23006
1448	73745	22953
1449	73788	22899
1450	73822	22843
1451	73858	22788
1452	73891	22732
1453	73936	22679
1454	73977	22625
1455	74011	22569
1456	74044	22513
1457	74081	22458
1458	74132	22407
1459	74282	22386
1460	74381	22350
1461	74422	22296
1462	74465	22243
1463	74497	22186
1464	74530	22130
1465	74564	22074
1466	74603	22019
1467	74638	21964
1468	74670	21908
1469	74707	21853
1470	74749	21799
1471	74793	21747
1472	74836	21694
1473	74871	21638
1474	74908	21583
1475	74943	21528
1476	74973	21471
1477	75012	21417
1478	75054	21364
1479	75097	21311
1480	75138	21258
1481	75179	21204
1482	75222	21151
1483	75269	21099
1484	75308	21045
1485	75342	20990
1486	75397	20940
1487	75513	20908
1488	75628	20875
1489	75668	20821
1490	75706	20767
1491	75741	20712
1492	75777	20657
1493	75808	20601
1494	75844	20546
1495	75879	20491
1496	75921	20438
1497	75959	20384
1498	75991	20328
1499	76029	20274
1500	76082	20224
1501	76132	20173
1502	76179	20121
1503	76209	20065
1504	76258	20014
1505	76298	19961
1506	76352	19911
1507	76398	19859
1508	76442	19807
1509	76486	19754
1510	76520	19699
1511	76556	19645
1512	76588	19590
1513	76622	19535
1514	76696	19490
1515	76821	19458
1516	76867	19406
1517	76907	19353
1518	76954	19302
1519	76991	19247
1520	77036	19195
1521	77097	19147
1522	77140	19095
1523	77186	19043
1524	77221	18988
1525	77275	18938
1526	77312	18885
1527	77363	18834
1528	77409	18782
1529	77444	18728
1530	77499	18678
1531	77579	18635
1532	77641	18587
1533	77681	18534
1534	77733	18483
1535	77774	18430
1536	77810	18376
1537	77916	18339
1538	78000	18296
1539	78041	18243
1540	78086	18191
1541	78128	18138
1542	78173	18086
1543	78211	18033
1544	78244	17978
1545	78279	17924
1546	78311	17869
1547	78345	17814
1548	78373	17759
1549	78408	17705
1550	78439	17650
1551	78484	17598
1552	78526	17545
1553	78580	17496
1554	78626	17444
1555	78667	17391
1556	78703	17338
1557	78753	17287
1558	78790	17233
1559	78825	17179
1560	78869	17128
1561	78906	17074
1562	78942	17020
1563	79012	16974
1564	79202	16953
1565	79267	16906
1566	79313	16854
1567	79348	16800
1568	79386	16747
1569	79435	16696
1570	79472	16643
1571	79505	16589
1572	79546	16536
1573	79592	16484
1574	79629	16431
1575	79661	16377
1576	79704	16325
1577	79756	16274
1578	79800	16222
1579	79837	16169
1580	79867	16115
1581	79904	16061
1582	79937	16007
1583	79970	15953
1584	80009	15900
1585	80039	15846
1586	80078	15793
1587	80110	15739
1588	80160	15689
1589	80199	15636
1590	80360	15607
1591	80452	15565
1592	80506	15515
1593	80545	15462
1594	80579	15408
1595	80615	15355
1596	80655	15302
1597	80697	15250
1598	80734	15197
1599	80776	15145
1600	80807	15091
1601	80848	15039
1602	80895	14988
1603	80936	14935
1604	80977	14883
1605	81011	14830
1606	81050	14777
1607	81084	14724
1608	81129	14672
1609	81170	14620
1610	81216	14569
1611	81271	14519
1612	81312	14467
1613	81350	14415
1614	81389	14362
1615	81424	14309
1616	81505	14264
1617	81676	14235
1618	81733	14186
1619	81777	14134
1620	81826	14083
1621	81868	14031
1622	81923	13981
1623	81969	13930
1624	82047	13884
1625	82089	13833
1626	82129	13780
1627	82171	13728
1628	82209	13676
1629	82249	13624
1630	82284	13571
1631	82313	13517
1632	82357	13465
1633	82407	13415
1634	82448	13363
1635	82488	13311
1636	82525	13258
1637	82595	13211
1638	82657	13162
1639	82814	13129
1640	82914	13086
1641	82983	13038
1642	83024	12986
1643	83061	12934
1644	83111	12883
1645	83146	12830
1646	83190	12779
1647	83238	12728
1648	83276	12675
1649	83312	12623
1650	83354	12571
1651	83392	12519
1652	83434	12467
1653	83477	12415
1654	83515	12363
1655	83553	12311
1656	83590	12258
1657	83624	12205
1658	83662	12153
1659	83699	12101
1660	83740	12049
1661	83770	11995
1662	83808	11943
1663	83842	11891
1664	83874	11838
